1,07-25-2013,11599,CLOSED
2,07-25-2013,256,PENDING_PAYMENT
3,07-25-2013,12111,COMPLETE
4,07-25-2013,8827,CLOSED
5,07-25-2013,11318,COMPLETE
6,07-25-2013,7130,COMPLETE
7,07-25-2013,4530,COMPLETE
8,07-25-2013,2911,PROCESSING
9,07-25-2013,5657,PENDING_PAYMENT
10,07-25-2013,5648,PENDING_PAYMENT
11,07-25-2013,918,PAYMENT_REVIEW
12,07-25-2013,1837,CLOSED
13,07-25-2013,9149,PENDING_PAYMENT
14,07-25-2013,9842,PROCESSING
15,07-25-2013,2568,COMPLETE
16,07-25-2013,7276,PENDING_PAYMENT
17,07-25-2013,2667,COMPLETE
18,07-25-2013,1205,CLOSED
19,07-25-2013,9488,PENDING_PAYMENT
20,07-25-2013,9198,PROCESSING
21,07-25-2013,2711,PENDING
22,07-25-2013,333,COMPLETE
23,07-25-2013,4367,PENDING_PAYMENT
24,07-25-2013,11441,CLOSED
25,07-25-2013,9503,CLOSED
26,07-25-2013,7562,COMPLETE
27,07-25-2013,3241,PENDING_PAYMENT
28,07-25-2013,656,COMPLETE
29,07-25-2013,196,PROCESSING
30,07-25-2013,10039,PENDING_PAYMENT
31,07-25-2013,6983,PAYMENT_REVIEW
32,07-25-2013,3960,COMPLETE
33,07-25-2013,5793,PENDING_PAYMENT
34,07-25-2013,4189,PROCESSING
35,07-25-2013,4840,COMPLETE
36,07-25-2013,5649,PENDING
37,07-25-2013,5863,CLOSED
38,07-25-2013,11586,PROCESSING
39,07-25-2013,8214,PENDING
40,07-25-2013,12092,PENDING_PAYMENT
41,07-25-2013,8136,PENDING_PAYMENT
42,07-25-2013,9776,PENDING
43,07-25-2013,7776,PENDING_PAYMENT
44,07-25-2013,10500,PENDING
45,07-25-2013,2636,COMPLETE
46,07-25-2013,1549,ON_HOLD
47,07-25-2013,8487,PENDING_PAYMENT
48,07-25-2013,12186,PROCESSING
49,07-25-2013,1871,PENDING
50,07-25-2013,5225,CANCELED
51,07-25-2013,12271,CLOSED
52,07-25-2013,5126,PENDING_PAYMENT
53,07-25-2013,4701,PROCESSING
54,07-25-2013,10628,PENDING_PAYMENT
55,07-25-2013,2052,PENDING
56,07-25-2013,10519,COMPLETE
57,07-25-2013,7073,CLOSED
58,07-25-2013,9213,PENDING_PAYMENT
59,07-25-2013,11644,PENDING_PAYMENT
60,07-25-2013,8365,PENDING_PAYMENT
61,07-25-2013,4791,CLOSED
62,07-25-2013,9111,CLOSED
63,07-25-2013,1148,COMPLETE
64,07-25-2013,5579,PENDING_PAYMENT
65,07-25-2013,5903,COMPLETE
66,07-25-2013,1792,ON_HOLD
67,07-25-2013,1406,COMPLETE
68,07-25-2013,4320,PENDING
69,07-25-2013,2821,SUSPECTED_FRAUD
70,07-25-2013,11809,PENDING_PAYMENT
71,07-25-2013,8646,COMPLETE
72,07-25-2013,4349,COMPLETE
73,07-25-2013,8504,PENDING_PAYMENT
74,07-25-2013,662,PENDING_PAYMENT
75,07-25-2013,2505,PENDING_PAYMENT
76,07-25-2013,6898,COMPLETE
77,07-25-2013,7915,PENDING_PAYMENT
78,07-25-2013,8619,PAYMENT_REVIEW
79,07-25-2013,7327,PENDING_PAYMENT
80,07-25-2013,3007,COMPLETE
81,07-25-2013,674,PROCESSING
82,07-25-2013,3566,PENDING_PAYMENT
83,07-25-2013,1265,COMPLETE
84,07-25-2013,6789,PROCESSING
85,07-25-2013,1485,PENDING
86,07-25-2013,6680,PENDING_PAYMENT
87,07-25-2013,3065,CLOSED
88,07-25-2013,3809,COMPLETE
89,07-25-2013,824,ON_HOLD
90,07-25-2013,9131,CLOSED
91,07-25-2013,8912,COMPLETE
92,07-25-2013,6932,COMPLETE
93,07-25-2013,2256,PENDING_PAYMENT
94,07-25-2013,11589,PROCESSING
95,07-25-2013,9032,COMPLETE
96,07-25-2013,8683,PENDING
97,07-25-2013,10784,PENDING
98,07-25-2013,5243,COMPLETE
99,07-25-2013,11542,PENDING_PAYMENT
100,07-25-2013,12131,PROCESSING
101,07-25-2013,5116,CLOSED
102,07-25-2013,8027,COMPLETE
103,07-25-2013,12256,PROCESSING
104,07-25-2013,7790,PENDING_PAYMENT
105,07-26-2013,8220,COMPLETE
106,07-26-2013,395,PROCESSING
107,07-26-2013,1845,COMPLETE
108,07-26-2013,12149,PROCESSING
109,07-26-2013,9345,PENDING_PAYMENT
110,07-26-2013,2746,COMPLETE
111,07-26-2013,4271,PROCESSING
112,07-26-2013,5375,CANCELED
113,07-26-2013,10216,PENDING_PAYMENT
114,07-26-2013,2091,COMPLETE
115,07-26-2013,104,PROCESSING
116,07-26-2013,8763,CLOSED
117,07-26-2013,58,SUSPECTED_FRAUD
118,07-26-2013,1737,COMPLETE
119,07-26-2013,8124,PENDING_PAYMENT
120,07-26-2013,356,PENDING_PAYMENT
121,07-26-2013,2074,PENDING
122,07-26-2013,2071,PROCESSING
123,07-26-2013,3695,PENDING_PAYMENT
124,07-26-2013,2374,COMPLETE
125,07-26-2013,4611,PENDING_PAYMENT
126,07-26-2013,610,COMPLETE
127,07-26-2013,5261,PENDING_PAYMENT
128,07-26-2013,2772,PENDING_PAYMENT
129,07-26-2013,9937,CLOSED
130,07-26-2013,7509,PENDING_PAYMENT
131,07-26-2013,10072,PROCESSING
132,07-26-2013,289,PENDING
133,07-26-2013,10604,CLOSED
134,07-26-2013,12081,PENDING_PAYMENT
135,07-26-2013,7738,COMPLETE
136,07-26-2013,9126,PENDING_PAYMENT
137,07-26-2013,4211,COMPLETE
138,07-26-2013,10904,PROCESSING
139,07-26-2013,7933,COMPLETE
140,07-26-2013,4257,PENDING_PAYMENT
141,07-26-2013,12128,COMPLETE
142,07-26-2013,5760,PENDING_PAYMENT
143,07-26-2013,10495,COMPLETE
144,07-26-2013,2158,PROCESSING
145,07-26-2013,494,ON_HOLD
146,07-26-2013,8177,COMPLETE
147,07-26-2013,275,PENDING_PAYMENT
148,07-26-2013,5383,PROCESSING
149,07-26-2013,11431,COMPLETE
150,07-26-2013,236,PROCESSING
151,07-26-2013,2493,ON_HOLD
152,07-26-2013,3611,COMPLETE
153,07-26-2013,8876,COMPLETE
154,07-26-2013,9993,ON_HOLD
155,07-26-2013,9044,PENDING_PAYMENT
156,07-26-2013,5200,ON_HOLD
157,07-26-2013,8986,ON_HOLD
158,07-26-2013,12345,PENDING
159,07-26-2013,10974,PENDING_PAYMENT
160,07-26-2013,6762,COMPLETE
161,07-26-2013,4513,PENDING_PAYMENT
162,07-26-2013,3304,PENDING_PAYMENT
163,07-26-2013,3348,COMPLETE
164,07-26-2013,2962,PROCESSING
165,07-26-2013,1222,PENDING_PAYMENT
166,07-26-2013,7834,PROCESSING
167,07-26-2013,1347,PENDING
168,07-26-2013,11794,PENDING_PAYMENT
169,07-26-2013,2611,ON_HOLD
170,07-26-2013,6295,PAYMENT_REVIEW
171,07-26-2013,1980,COMPLETE
172,07-26-2013,11382,COMPLETE
173,07-26-2013,9027,ON_HOLD
174,07-26-2013,3358,COMPLETE
175,07-26-2013,384,COMPLETE
176,07-26-2013,2897,PENDING_PAYMENT
177,07-26-2013,9151,PENDING_PAYMENT
178,07-26-2013,8503,COMPLETE
179,07-26-2013,6506,COMPLETE
180,07-26-2013,10215,ON_HOLD
181,07-26-2013,7473,PENDING
182,07-26-2013,10984,COMPLETE
183,07-26-2013,12105,COMPLETE
184,07-26-2013,210,COMPLETE
185,07-26-2013,10966,PENDING_PAYMENT
186,07-26-2013,1104,COMPLETE
187,07-26-2013,1378,PAYMENT_REVIEW
188,07-26-2013,2889,PENDING
189,07-26-2013,10177,PENDING
190,07-26-2013,11115,PENDING
191,07-26-2013,16,CLOSED
192,07-26-2013,5293,PROCESSING
193,07-26-2013,6174,PROCESSING
194,07-26-2013,2550,PENDING_PAYMENT
195,07-26-2013,12096,PROCESSING
196,07-26-2013,2765,PROCESSING
197,07-26-2013,6370,PROCESSING
198,07-26-2013,7436,PENDING_PAYMENT
199,07-26-2013,4608,ON_HOLD
200,07-26-2013,11116,PAYMENT_REVIEW
201,07-26-2013,9055,CLOSED
202,07-26-2013,8524,PENDING_PAYMENT
203,07-26-2013,11791,PENDING_PAYMENT
204,07-26-2013,7604,PENDING_PAYMENT
205,07-26-2013,3109,PROCESSING
